title,song
外婆,"（周）今天是外婆生日　我换上复古西装　载着外婆开着拉风的古董车兜兜兜风，，车里放着她的最爱　找回属于是她的年代，，往大稻埕码头开去　把所有和外公的往事静静回忆，，外婆她脸上的涟漪　美丽但藏不住压抑　失去了爱情只盼望亲情　弥补回应，，大人们以为出门之前桌上放六百就算是孝敬，，一天到晚拼了命　赚钱少了关怀有什么意义，，，＊外婆她的期待　慢慢变成无奈　大人们始终不明白，，她要的是陪伴　而不是六百块　比你给的还简单，，，＃外婆她的无奈　无法变成期待　只有爱才能够明白，，走在淡水河畔　听着她的最爱　把温暖放回口袋，，，（女-张欣瑜）记得去年外婆的生日　表哥带我和外婆参加　她最最重视的颁奖典礼，，（周）结果却拿不到半个奖　不知道该笑不笑　我对着镜头傻笑　只觉得自己可笑，，（周）我难过　（合）却不是因为没得奖而难过，，（周）我失落　（合）是因为看到外婆失落而失落，，（女）大人们根本不能体会　表哥他的用心　好像随他们高兴就可以彻底的否定，，（周）否定我的作品　决定在于心情　想坚持风格他们却觉得还欧颗，，没惊喜没有改变　我已经听了三年　我告诉外婆　我没输　不需要改变，，（女）表哥说，，（合）不要觉得可惜　这只是一场游戏　只要外婆觉得好听　那才是一种鼓励，，（周）外婆露出了笑容说她以我为荣　浅浅的笑容　就让我感到比得奖它还要光荣，，，Repeat ＊，，，外婆她的无奈无法期待　有爱才能够明白，，走在河畔听着最爱　把温暖放口袋，，，Repeat ＊,＃"
菊花台,菊花台，作词：方文山 作曲：周杰伦，演唱：周杰伦，，你 的泪光 柔弱中带伤，惨白的月弯弯 勾住过往，夜 太漫长 凝结成了霜，是谁在阁楼上 冰冷的绝望，雨 轻轻弹 朱红色的窗，我一生在纸上 被风吹乱，梦 在远方 化成一缕香，随风飘散 你的模样，，菊花残 满地伤 你的笑容已泛黄，花落人断肠 我心事静静躺，北风乱 夜未央 你的影子剪不断，徒留我孤单在湖面 成双，，花 已向晚 飘落了灿烂，凋谢的世道上 命运不堪，愁 莫渡江 秋心拆两半，怕你上不了岸 一辈子摇晃，谁 的江山 马蹄声狂乱，我一身的戎装 呼啸沧桑，天 微微亮 你轻声的叹，一夜惆怅 如此委婉
土耳其冰淇淋,OS：，Hello 我是DJ巨炮，接下来为您播放的是，舞曲也可以很有音乐性的，Maraş dondurması，，土耳其冰淇淋 就像是女人的心，在你的面前转来转去 却捉摸不定，这音乐跳Waacking也可以跳Locking，我耍你耍的就像土耳其的冰淇淋，，几个高级和弦 几个切分音，我写的舞曲也可以很有音乐性，就像卖个冰 还能秀杂技，你最好期许如果你跟我一样努力，，换个乐器就像换个兵器，电吉它这个时候出来干嘛 到底，你猜不透也想不到摸不着头绪，我总是为了什么出奇不意 到底，，谁说拍中国风 一定要配灯笼，谁说写中国风 一定要商角征羽宫，我干脆自己下车 指挥乐坛的交通，管他管他什么曲风，，土耳其冰淇淋 土耳其冰淇淋，土耳其冰淇淋 土耳其冰淇淋，，加一点 土耳其进行曲 太丰富的编曲，吃一口冰淇淋来融化你的伤心，仔细听 几个半音 有点拉丁 有点热情，那是我想要给的惊喜，，几个高级和弦 几个切分音，我写的舞曲也可以很有音乐性，就像卖个冰 还能秀杂技，你最好期许如果你跟我一样努力，，换个乐器就像换个兵器，电吉它这个时候出来干嘛 到底，你猜不透也想不到摸不着头绪，我总是为了什么出奇不意 到底，，谁说拍中国风 一定要配灯笼，谁说写中国风 一定要商角征羽宫，我干脆自己下车 指挥乐坛的交通，管他管他什么曲风，，土耳其冰淇淋 土耳其冰淇淋，土耳其冰淇淋 土耳其冰淇淋，，土耳其冰淇淋 土耳其冰淇淋，土耳其冰淇淋 土耳其冰淇淋，，，，制作人：周杰伦，吉他：李庭匡，录音师：杨瑞代，录音室：JVR Studio，混音师：李汪哲，混音室：JVR Studio
瓦解 (Live),瓦解，周杰伦，说着笑着的午后，钟声一直在停留，风声静静躺着在诱惑，我一个人在角落，没有你陪伴的我，连寂寞都笑我太堕落，广场旁边的烟囱，烟雾弥漫你面容，我悄悄背颂你的温柔，喝着加温后的啤酒，这样唯美的镜头，是否只存在故事之中，在你的身后时间把过去带走，时间把镜头带走不假思索，回忆不放手，好想再跟你牵着手，牵着你给我的温柔，哭过以后眼泪还是不停的流，，我一个人在角落，没有你陪伴的我，连寂寞都笑我太堕落，广场旁边的烟囱，烟雾弥漫你面容，我悄悄背颂你的温柔，喝着加温后的啤酒，这样唯美的镜头，是否只存在故事之中，在你身后时间把画面带走，时间把镜头带走不假思索回忆不放手，好想在跟你牵着手牵着你给我的温柔，哭过以后眼泪还是不停的的流，雨下过之后街角出现彩虹，泪流干之后又彩虹
忍者,居酒屋里的小神龛 离铺满鹅卵石的玄关 差不多一米宽的信仰，，我坐着喝味噌汤 在旁观看 庭园假山，，京都的夜晚 有一种 榻榻米 的稻香 叫做禅，，，那里~神社许愿 闪过一个画面 这里~忍者蒙着脸 在角落吹暗箭，，心里~幕府又重现 从前老东京那条山手线 像一出怀旧的默片，，，呵~~~ 呵~~~ 嘿~~~，，，伊贺流忍者的想法 嘿~ 只会用武士刀比划 嘿~，，我一个人在家 乖乖的学插花，，はぃ はぃ はぃ ゎかいました(是是是 我知道了)，，，いち に さん し 樱花落满地 有一种神秘 凝结了空气，，いち に さん し 黑夜里偷袭 去攻击 烟雾当武器，，，いち に さん し 忍者的物语 要切断过去 忠心是唯一，，いち に さん し 隐身要彻底 要忘记 什么是自己
反方向的钟,ㄅㄆㄇㄈㄉㄊㄋㄌㄍㄎㄏ　ㄅㄆㄇㄈㄉㄊㄋㄌㄍㄎㄏㄐ，迷迷蒙蒙 你给的梦 出现裂缝 隐隐作痛，怎么沟通 你都没空 说我不懂 说了没用，他的笑容 有何不同 在你心中 我不再受宠，我的天空 是雨是风 还是彩虹 你在操纵，，恨自己真的没用 情绪激动，一颗心到现在还在抽痛，还为分手前那句抱歉 在感动，，穿梭时间的画面的钟 从反方向 开始移动，回到当初爱你的时空 停格内容 不忠，，所有回忆对着我进攻 我的伤口 被你拆封，誓言太沉重泪被纵容 脸上汹涌 失控，，RAP~ 城市霓虹 不安跳动 染红夜空，过去种种 象一场梦 不敢去碰 一想就痛，心碎内容 每一秒钟 都有不同 你不懂，连一句珍重 也有苦衷 也不想送，，寒风中 废墟烟囱 停止转动 一切落空，在人海中 盲目跟从 别人的梦 全面放纵，恨没有用 疗伤止痛 不再感动 没有梦，痛不知轻重 泪水鲜红 全面放纵
黄金甲,旌旗如虹 山堆叠如峰，这军队蜿蜒如龙 杀气如风 血色如酒红，将军我傲气如冲 神色悍如凶，黄金甲如忠 铁骑剽悍我行如轰 轰，，景色如冬 萧瑟如枫 攻势如弓 魂断犹如梦中，一静一动 如松 千年不变 如空 如空 如空，，血染盔甲 我挥泪杀，满城菊花 谁的天下，宫廷之上 狼烟风沙，生死不过 一刀的疤，，仇恨绵延如火 愁入眉头如锁 情感漂泊漂泊 漂泊一世如我，今生繁华如昨 兵戎相见如破，千军万马万马 万马奔腾那骨头相残如错，陈年战事如酒 成败转眼如秋 遍地烽火烽火，，烽火回忆如锈(那烽火回忆如锈)，杀戮过重如否(那杀戮过重如否)，烽火回忆如锈(那烽火回忆如锈)，皇室血脉如断流(皇室血脉如断流)，，血染盔甲 我挥泪杀，满城菊花 谁的天下，宫廷之上 狼烟风沙，生死不过 一刀的疤，，血染盔甲 我挥泪杀，横刀立马 看谁倒下，爱恨对话 历史留下，谁在乱箭 之中潇洒，，，制作人：周杰伦，吉他：林迈可，鼓：林迈可，Tibet Vax Programming: 钟兴民，录音师：杨瑞代、林迈可，录音室：ALFA STUDIO、VIP STUDIO，混音师：林迈可，混音录音室：VIP STUDIO
惊叹号,越山丘 过哑口 云端的空气稀薄，这街头 敌意多 烟硝弥漫不了我，空袭对我是种啰嗦 警报呢 是让你们有 时间走，，我[1] 靠毅力极限燃烧，我 靠斗志仰天咆啸，我 靠自己创作跑道，靠！！！！！！！，靠 毅力极限燃烧，我 靠斗志仰天咆啸，我 靠高速奔向目标，靠！！！！！！！，，顺向坡 从不走 逆着风清醒了我，我沉默 话不多 赢的时候才开口，势均力敌才叫战斗 希望呢 你们是像样 的对手，，我 靠毅力极限燃烧，我 靠斗志仰天咆啸，我 靠自己创作跑道，靠！！！！！！！，靠 毅力极限燃烧，我 靠斗志仰天咆啸，我 靠高速奔向目标，靠！！！！！！！，，我 靠毅力极限燃烧，我 靠斗志仰天咆啸，我 靠自己创作跑道，我 靠，，高楼的视野 不知名的街，霓虹侵略 庸俗了这一切，是与非 隔着路口对决，我主宰 我自己的世界，横着写 意气风发的谁，永不放弃 去超越 去粉碎 是非，，我 靠毅力极限燃烧，我 靠斗志仰天咆啸，我 靠自己创作跑道，靠！！！！！！！，靠 毅力极限燃烧，我 靠斗志仰天咆啸，我 靠高速奔向目标，靠！！！！！！！，靠，，制作人：周杰伦，执行制作：罗宇轩Josh Lo、李汪哲Chavy Lee，电吉他：罗宇轩Josh Lo，鼓：陈柏洲Mr.Q at Mr. Q Studio，录音师：李汪哲Chavy Lee、罗宇轩Josh Lo，混音师：杨大纬Dave Yang，录音室：杨大纬录音工作室，OP: JVR Music Int'l Ltd.，SP: Sony/ATV Music Publishing，[1] 台版：哇 靠 / 内地版：我 靠，下同。
安静,只剩下钢琴陪我弹了一天，睡着的大提琴安静的旧旧的，我想你已表现的非常明白，我懂我也知道你没有舍不得，你说你也会难过我不相信，牵着你陪着我也只是曾经，希望他是真的比我还要爱你，我才会逼自己离开，你要我说多难堪我根本不想分开，为什么还要我用微笑来带过，我没有这种天份包容你也接受他，不用担心的太多我会一直好好过，你已经远远离开我也会慢慢走开，为什么我连分开都迁就着你，我真的没有天份安静的没这么快，我会学着放弃你是因为我太爱你，只剩下钢琴陪我弹了一天，睡着的大提琴安静的旧旧的，我想你已表现的非常明白，我懂我也知道你没有舍不得，你说你也会难过我不相信，牵着你陪着我也只是曾经，希望他是真的比我还要爱你，我才会逼自己离开，你要我说多难堪我根本不想分开，为什么还要我用微笑来带过，我没有这种天份包容你也接受他，不用担心的太多我会一直好好过，你已经远远离开我也会慢慢走开，为什么我连分开都迁就着你，我真的没有天份安静的没这么快，我会学着放弃你是因为我太爱你，你要我说多难堪我根本不想分开，为什么还要我用微笑来带过，我没有这种天份包容你也接受他，不用担心的太多我会一直好好过，你已经远远离开我也会慢慢走开，为什么我连分开都迁就着你，我真的没有天份安静的没这么快，我会学着放弃你是因为我太爱你
蒲公英的约定 (Live),
魔术先生,巨:ㄟ杰伦阿 你这音乐 让我想要变魔术的感觉耶，喔 我刚好 学了一个超厉害的魔术 你要不要学学看?，伦:好阿，巨:真的喔? 啧 有没有在听阿你，伦:有啦 然后呢 然后呢，巨:我跟你讲 很简单，伦:恩，巨:左手呢 轻轻的握住你的鼻子，伦:恩 然后呢，巨:然后右手 很简单穿过你的左手，伦:恩，巨:那这个时候可能要音乐来会比较适合一点，伦:哦哦 恩，巨:ㄟ 慢一点 这时候找到一面镜子，抬头一看 你就变成一只...大象...哈哈，，你举手 你抬头 你说选我选我，手上锁 又挣脱 你仍一脸迷惑，吹个风 手一松 那硬币 竟失踪，一鞠躬 那掌声 拍的凶，，手交错 轻轻碰 戒指换手移动，给观众 一个梦 讶异中有笑容，手穿海报却不拿汉堡 反而拿出牛仔帽，你永远都 猜不着，，每当我在台上演出人体飘浮，你就在台下偷偷吃我的泡芙，等待白鸽飞出 再将爱说清楚，，啊～读你读你读 心想啥事 用古典迫牌方式，我手法精致 艾尔姆支 雷一百分的姿势，谁说恋爱别 找魔术师 我不需要解释，所以他小丑我是大师，，你举手 你抬头 你说选我选我，我将牌 换颜色 变出你的选择，将自由 的女神 变不见 不稀奇，１０１ 变不见 才惊喜，，手摊开 帽子里 总能空手出牌，不管切 多少牌 总能切得回来，手穿海报却不拿汉堡 反而拿出牛仔帽，你永远都 猜不着，，不要问我到底什么才是真的，我变给你看的感情才是真的，因为无时无刻 我只想你快乐，，啊～读你读你读 心想啥事 用古典迫牌方式，我手法精致 艾尔姆支 雷一百分的姿势，谁说恋爱别 找魔术师 我不需要解释，所以他小丑我是大师，，读你读你读 心想啥事 用古典迫牌方式，我手法精致 艾尔姆支 雷一百分的姿势，谁说恋爱别 找魔术师 我不需要解释，所以不用麻烦了 不用麻烦了 不用麻烦了，，读你读你读 心想啥事 用古典迫牌方式，我手法精致 艾尔姆支 雷一百分的姿势，谁说恋爱别 找魔术师 我不需要解释，所以他小丑我是大师，，制作人：周杰伦，钢琴编写：钟兴民，Trumpet & Trombone：Rusillon Nicolas，Alto Sax & Baritone Sax：段承洋，Clarinet：林姿吟，铜管录音师：痞克四小颖，铜管录音室：果核Room 19 Studio，录音师：杨瑞代，录音室：JVR Studio，混音师：杨大纬，混音录音室：杨大纬录音工作室，，OP: JVR Music Int'l Ltd.，ISRC TW-K97-08-015-05
